StatisticCrimeGroup,StatisticCrimeType,Crime,Excluded
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,בצוע עבירה במסגרת ארגון פשיעה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,גלוי סוד מקצועי בנגוד לחוק,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הגבלות לאחר פרישה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הדבקת מודעות שלא כדין,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הזנחת ילדים,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,החזקת אגרופן או סכין שלא כדין,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,החזקת אולר במוסד חינוכי/אחר/בסמוך,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,החזקת סכין למטרה לא כשרה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,החזקת רכוש משטרתי,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הטרדה באמצעות מתקן בזק,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הטרדה באמצעות מתקן בזק,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,היורה מנשק חם שלא כדין,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,היורה מנשק חם שלא כדין באופן שיש בו כדי לסכן חיי א,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,היורה מנשק חם שלא כדין באזור מגורים או במקום אחר ש,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,היזק צבורי,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הכנסת חפץ אסור,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הכנסת חפץ אסור מוכרז,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הכנסת חפץ המפורט בתוספת השניה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הכשלת קיום שרות צבורי,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,המתלבש במדי צבא או משטרה שלא כחוק,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הנושא כלי נשק בניגוד לחוק,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הנפת דגל אסורה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הסגת גבול ע'י עובד ציבור בתפקיד,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הספקת או רכישת משקה משכר לקטין,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,"העובר על תקנות 3 עד 8, 13(א) ו-(ב), 16(2) עד (7) ו",
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,העלבת עובד צבורי,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הפוגע בכבוד דגל המדינה או סמל המדינה או גרום לפגיע,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הפקרת ילד,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הפרעה לשרות ציבורי,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הפרעה מניעה או עיכוב משלוח מסר בזק,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הפרת אמונים,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הפרת הוראות צו נגישות,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הפרת הוראות צו נגישות בידי תאגיד,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הפרת חובת בעלים או מחזיק לטפל בבעל חיים ולמנוע התע,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הפרת צו פיקוח/ תנאי פיקוח,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,הצעה פומבית להחזרת רכוש גנוב בתשלום,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,השגת חופשה על ידי ידיעה כוזבת,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,השחתת מודעות,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,השחתת מודעות,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,השחתת מיתקן חשמל,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,השחתת פני מקרקעין,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,השתתפות בהפרעות ביחסי עבודה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,התחזות כעובד ציבור,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,התעללות בבעל חיים,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,התעללות בבעלי חיים תוך גרימת סבל חמור בכוונה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,התרמה לתשלום קנס,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,התרשלות עובד צבור במלוי תפקידו,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,חוק הדגל והסמל תש'ט - 1949,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,חוק לתיקון סדר הדין הפלילי (חקירת פשעים - סיבות מו,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,חוק שירות התעסוקה תשי'ט - 1959,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,חוק שירותי הסעד תשי'ח - 1958,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,ידיעה כוזבת בהודעה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,ידיעה כוזבת בתלונה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,ידיעות כוזבות,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,"ייצור, יבוא ויצוא נשק בלי רשות",1
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,יעוץ לארגון פשיעה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,"יעוץ לארגון פשיעה,המבצ עברות חמורות",
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,יריה מנשק חם באזור מגורים,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,כניסה/שהייה בשטח אסור ללא היתר,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,כניסה/שהייה בשטח מוגבל בניגוד לתנאי,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,כניסה/שהייה בשטח מוגבל ללא היתר,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,"לא ייצר אדם דבר ובו סמל המדינה, אלא על פי רשיון או",
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,"לא ישתמש אדם שימוש כל שהוא בסמל המדינה, אלא על פי",
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מאלץ עובד ציבור להתפטר,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מדפיס או מפרסם הצעה על רכוש גנוב,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מודעות מפלות,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מוסר או מגלה מידע,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,"מימון ארגון פשיעה,המבצ עברות חמורות",
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מימון פעילות של ארגון פשיעה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מירמה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מירמה והפרת אמונים,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מכירה / מסירת נשק ללא מורשה בזדון,1
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מכירה / מסירת נשק ללא מורשה ברשלנות,1
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מכירת משקה משכר לקטין,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מכריח עובד תובלה לנטוש עבודתו,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מסירת ידיעה כוזבת במסמך,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מסירת ידיעה כוזבת במסמך ביודעין,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מסירת ידיעה כוזבת במסמך בכוונה,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מסירת קטין בפחות מ-14 להחזקה בתמורה,1
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מעילה באמון,
עבירות סדר ציבורי,עבירות נגד הסדר הצבורי,מפריע הובלת משא או הסעות,
