"disease_type","Jerusalem","Zefat","Kinneret","Afula","Akko","Nazareth","Haifa","Hadera","Ha'Sharon","Petach Tiqwa","Ramla","Rehovot","Tel Aviv","Beer Sheva","Ashqelon","disease_type_heb","week_num","year"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","20","2018"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","20","2018"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","20","2018"
"Echinococcosis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","20","2018"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","20","2018"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","20","2018"
"Brucellosis",2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,"ברוצלוזיס","20","2018"
"Giardiasis",16,0,0,0,3,0,0,0,5,0,2,0,7,0,0,"ג'יארדיאזיס","20","2018"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","20","2018"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","20","2018"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","20","2018"
"Acute Hepatitis A",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית A","20","2018"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית B","20","2018"
"Acute Hepatitis C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","20","2018"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","20","2018"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","20","2018"
"Meningitis - meningococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה מנינגוקוקית","20","2018"
"Meningitis - Haemophilus influenzae b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","20","2018"
"Meningitis - pneumococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","20","2018"
"Acute viral meningitis",0,0,0,0,3,0,0,0,0,0,1,0,4,0,0,"דלקת עוצבה נגיפית","20","2018"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","20","2018"
"Meningitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","20","2018"
"Gonorrhea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיבה","20","2018"
"H. influenzae b invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib","20","2018"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","20","2018"
"Pneumococcal invasive infection",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"זיהום פולשני ע""י פנוימוקוק","20","2018"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","20","2018"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","20","2018"
"Mumps",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חזרת","20","2018"
"Measles",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"חצבת","20","2018"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","20","2018"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","20","2018"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"טיפוס מוריני","20","2018"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","20","2018"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","20","2018"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","20","2018"
"Chlamydia trachomatis of the genital tract",0,0,0,0,3,0,1,0,3,0,0,0,2,0,0,"כלמידיה טרכומטיס בדרכי המין","20","2018"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","20","2018"
"Listeriosis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"ליסטריוזיס","20","2018"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","20","2018"
"Cutaneous leishmaniasis",0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,"לישמניאזיס של העור","20","2018"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","20","2018"
"Legionellosis",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"מחלת הלגיונרים","20","2018"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת קרויצפלדט-יעקוב","20","2018"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","20","2018"
"GAS Invasive Infection",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","20","2018"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","20","2018"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","20","2018"
"Salmonellosis of the gastrointestinal tract",3,1,0,0,7,1,5,0,0,0,1,0,5,4,0,"סלמונלוזיס של דרכי העיכול","20","2018"
"Syphilis - primary and secondary",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"עגבת ראשונית ושניונית","20","2018"
"Syphilis - other",0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,"עגבת אחרת ומאוחרת","20","2018"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","20","2018"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","20","2018"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","20","2018"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","20","2018"
"Q fever",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"קדחת Q","20","2018"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","20","2018"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","20","2018"
"Relapsing fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","20","2018"
"Spotted fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת כתמים","20","2018"
"West Nile fever",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"קדחת מערב הנילוס","20","2018"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","20","2018"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","20","2018"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","20","2018"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","20","2018"
"Campylobacteriosis",12,0,0,0,11,0,1,0,8,0,15,0,34,0,0,"קמפילובקטריוזיס","20","2018"
"Criptosporidiosis",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קריפטוספורידיוזיס","20","2018"
"Other rickettsial diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","20","2018"
"Tuberculosis - active pulmonary",0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,"שחפת ריאות פעילה","20","2018"
"Tuberculosis - extrapulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת מחוץ לריאות","20","2018"
"Shigellosis",56,0,0,0,5,0,5,0,0,41,6,0,22,5,0,"שיגלוזיס","20","2018"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","20","2018"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","20","2018"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","20","2018"
"Pertussis",2,0,0,0,2,0,4,0,0,0,0,0,1,2,0,"שעלת","20","2018"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","20","2018"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","20","2018"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","20","2018"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","20","2018"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","20","2018"
"Food/Water borne infections",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","20","2018"
"Varicella - Chickenpox",5,0,0,4,0,0,2,0,0,0,0,3,13,0,0,"אבעבועות רוח","21","2018"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","21","2018"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","21","2018"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","21","2018"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","21","2018"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","21","2018"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","21","2018"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","21","2018"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","21","2018"
"Brucellosis",0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,"ברוצלוזיס","21","2018"
"Giardiasis",0,0,0,3,0,0,0,0,0,0,0,1,15,0,0,"ג'יארדיאזיס","21","2018"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","21","2018"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","21","2018"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","21","2018"
"Acute Hepatitis A",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית A","21","2018"
"Acute Hepatitis B",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית B","21","2018"
"Acute Hepatitis C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","21","2018"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","21","2018"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","21","2018"
"Meningitis - meningococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"דלקת עוצבה חדה מנינגוקוקית","21","2018"
"Meningitis - Haemophilus influenzae b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","21","2018"
"Meningitis - pneumococcal",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","21","2018"
"Acute viral meningitis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה נגיפית","21","2018"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","21","2018"
"Meningitis - other",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","21","2018"
"Gonorrhea",0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,"זיבה","21","2018"
"H. influenzae b invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib","21","2018"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","21","2018"
"Pneumococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,"זיהום פולשני ע""י פנוימוקוק","21","2018"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","21","2018"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","21","2018"
"Mumps",13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"חזרת","21","2018"
"Measles",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"חצבת","21","2018"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","21","2018"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"טיפואיד","21","2018"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","21","2018"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","21","2018"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","21","2018"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","21","2018"
"Chlamydia trachomatis of the genital tract",0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,"כלמידיה טרכומטיס בדרכי המין","21","2018"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","21","2018"
"Listeriosis",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ליסטריוזיס","21","2018"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","21","2018"
"Cutaneous leishmaniasis",0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,"לישמניאזיס של העור","21","2018"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","21","2018"
"Legionellosis",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"מחלת הלגיונרים","21","2018"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת קרויצפלדט-יעקוב","21","2018"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","21","2018"
"GAS Invasive Infection",0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","21","2018"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","21","2018"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","21","2018"
"Salmonellosis of the gastrointestinal tract",1,0,0,1,0,1,0,0,1,0,0,4,9,0,0,"סלמונלוזיס של דרכי העיכול","21","2018"
"Syphilis - primary and secondary",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"עגבת ראשונית ושניונית","21","2018"
"Syphilis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת אחרת ומאוחרת","21","2018"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","21","2018"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","21","2018"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","21","2018"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","21","2018"
"Q fever",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"קדחת Q","21","2018"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","21","2018"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","21","2018"
"Relapsing fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","21","2018"
"Spotted fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת כתמים","21","2018"
"West Nile fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת מערב הנילוס","21","2018"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","21","2018"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","21","2018"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","21","2018"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","21","2018"
"Campylobacteriosis",35,0,0,1,0,0,0,0,3,0,0,10,22,0,0,"קמפילובקטריוזיס","21","2018"
"Criptosporidiosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קריפטוספורידיוזיס","21","2018"
"Other rickettsial diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","21","2018"
"Tuberculosis - active pulmonary",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,"שחפת ריאות פעילה","21","2018"
"Tuberculosis - extrapulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת מחוץ לריאות","21","2018"
"Shigellosis",9,0,0,1,0,0,1,0,0,0,0,4,18,0,0,"שיגלוזיס","21","2018"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","21","2018"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","21","2018"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","21","2018"
"Pertussis",1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,"שעלת","21","2018"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","21","2018"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","21","2018"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","21","2018"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"תסמונת ההלם הטוקסי","21","2018"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","21","2018"
"Food/Water borne infections",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","21","2018"
"Varicella - Chickenpox",7,0,2,1,0,0,3,0,10,0,8,0,0,0,0,"אבעבועות רוח","22","2018"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","22","2018"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","22","2018"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","22","2018"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","22","2018"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","22","2018"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","22","2018"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","22","2018"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","22","2018"
"Brucellosis",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ברוצלוזיס","22","2018"
"Giardiasis",1,0,1,0,0,0,0,3,2,8,3,0,6,0,0,"ג'יארדיאזיס","22","2018"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","22","2018"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","22","2018"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","22","2018"
"Acute Hepatitis A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית A","22","2018"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית B","22","2018"
"Acute Hepatitis C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","22","2018"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","22","2018"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","22","2018"
"Meningitis - meningococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה מנינגוקוקית","22","2018"
"Meningitis - Haemophilus influenzae b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","22","2018"
"Meningitis - pneumococcal",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","22","2018"
"Acute viral meningitis",0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,"דלקת עוצבה נגיפית","22","2018"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","22","2018"
"Meningitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","22","2018"
"Gonorrhea",0,0,1,0,0,0,2,0,0,0,1,0,22,0,0,"זיבה","22","2018"
"H. influenzae b invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib","22","2018"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","22","2018"
"Pneumococcal invasive infection",0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק","22","2018"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","22","2018"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","22","2018"
"Mumps",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חזרת","22","2018"
"Measles",1,0,0,0,0,0,0,2,0,17,0,0,2,0,0,"חצבת","22","2018"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","22","2018"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","22","2018"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","22","2018"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","22","2018"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","22","2018"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","22","2018"
"Chlamydia trachomatis of the genital tract",0,0,3,7,0,0,9,0,0,3,0,0,9,0,0,"כלמידיה טרכומטיס בדרכי המין","22","2018"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","22","2018"
"Listeriosis",0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,"ליסטריוזיס","22","2018"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","22","2018"
"Cutaneous leishmaniasis",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"לישמניאזיס של העור","22","2018"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","22","2018"
"Legionellosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת הלגיונרים","22","2018"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת קרויצפלדט-יעקוב","22","2018"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","22","2018"
"GAS Invasive Infection",0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","22","2018"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","22","2018"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","22","2018"
"Salmonellosis of the gastrointestinal tract",10,0,1,3,0,0,1,0,6,0,0,0,7,0,0,"סלמונלוזיס של דרכי העיכול","22","2018"
"Syphilis - primary and secondary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת ראשונית ושניונית","22","2018"
"Syphilis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת אחרת ומאוחרת","22","2018"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","22","2018"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","22","2018"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","22","2018"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","22","2018"
"Q fever",0,0,0,0,0,1,4,6,2,1,0,0,1,0,0,"קדחת Q","22","2018"
