disease_type,Jerusalem,Zefat,Kinneret,Afula,Akko,Nazareth,Haifa,Hadera,Ha'Sharon,Petach Tiqwa,Ramla,Rehovot,Tel Aviv,Beer Sheva,Ashqelon,disease_type_heb,week_num,year,all_districts
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,43,2019,0
Rheumatic fever,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,43,2019,1
Campylobacteriosis,0,0,0,0,5,0,19,0,1,0,7,0,0,0,0,קמפילובקטריוזיס,43,2019,32
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קריפטוספורידיוזיס,43,2019,0
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,43,2019,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,שחפת ריאות פעילה,43,2019,9
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,שחפת מחוץ לריאות,43,2019,1
Shigellosis,0,0,0,0,1,0,8,0,2,0,8,92,2,0,0,שיגלוזיס,43,2019,113
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",43,2019,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",43,2019,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),43,2019,0
Pertussis,31,0,0,0,3,0,0,0,8,0,12,0,0,0,0,שעלת,43,2019,54
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",43,2019,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,43,2019,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,43,2019,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,43,2019,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,43,2019,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,43,2019,0
Varicella - Chickenpox,14,0,0,1,1,0,4,0,0,0,12,0,0,4,0,אבעבועות רוח,44,2019,36
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,44,2019,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,44,2019,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,44,2019,0
E. coli O157:H7 infection,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",44,2019,1
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,44,2019,0
Echinococcosis,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,אכינוקוקוזיס,44,2019,2
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,44,2019,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,44,2019,0
Brucellosis,0,0,0,0,0,0,1,0,0,0,3,0,0,16,0,ברוצלוזיס,44,2019,20
Giardiasis,3,0,0,0,1,0,0,4,0,0,9,0,0,0,0,ג'יארדיאזיס,44,2019,17
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,44,2019,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,44,2019,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,44,2019,0
Acute Hepatitis A,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,דלקת כבד נגיפית A,44,2019,10
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,44,2019,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,דלקת כבד נגיפית C,44,2019,1
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,44,2019,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,44,2019,0
Meningitis - meningococcal,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,דלקת עוצבה חדה מנינגוקוקית,44,2019,2
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",44,2019,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,44,2019,0
Acute viral meningitis,9,0,0,0,0,0,1,2,0,0,1,0,0,0,0,דלקת עוצבה נגיפית,44,2019,13
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,44,2019,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,דלקת עוצבה חדה אחרת,44,2019,1
Gonorrhea,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,זיבה,44,2019,6
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"זיהום פולשני ע""י Hib",44,2019,1
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",44,2019,1
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",44,2019,0
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,44,2019,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,44,2019,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,44,2019,0
Measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,44,2019,0
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,44,2019,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,44,2019,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,44,2019,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,44,2019,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,44,2019,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,44,2019,0
Chlamydia trachomatis of the genital tract,5,0,0,0,1,0,17,0,0,0,9,0,0,0,0,כלמידיה טרכומטיס בדרכי המין,44,2019,32
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,44,2019,0
Listeriosis,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ליסטריוזיס,44,2019,2
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,44,2019,0
Cutaneous leishmaniasis,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,לישמניאזיס של העור,44,2019,3
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,44,2019,0
Legionellosis,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,מחלת הלגיונרים,44,2019,2
Creutzfeldt-Jacob disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,44,2019,0
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,44,2019,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,44,2019,0
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,44,2019,1
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,44,2019,0
Salmonellosis of the gastrointestinal tract,13,0,0,0,0,0,22,9,0,0,5,4,0,0,0,סלמונלוזיס של דרכי העיכול,44,2019,53
Syphilis - primary and secondary,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,עגבת ראשונית ושניונית,44,2019,29
Syphilis - other,0,0,0,0,0,0,5,0,0,0,0,0,15,0,0,עגבת אחרת ומאוחרת,44,2019,20
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,44,2019,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,44,2019,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,44,2019,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,44,2019,0
Q fever,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,קדחת Q,44,2019,5
Dangue fever,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,קדחת דנגי,44,2019,4
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,44,2019,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,44,2019,0
Spotted fever,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,קדחת כתמים,44,2019,2
West Nile fever,1,0,0,0,0,0,1,3,0,0,2,0,0,0,0,קדחת מערב הנילוס,44,2019,7
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",44,2019,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",44,2019,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,44,2019,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,44,2019,0
Campylobacteriosis,22,0,0,0,2,0,2,2,0,0,3,2,20,0,0,קמפילובקטריוזיס,44,2019,53
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,קריפטוספורידיוזיס,44,2019,1
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,44,2019,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,שחפת ריאות פעילה,44,2019,8
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת מחוץ לריאות,44,2019,0
Shigellosis,41,0,0,0,1,0,2,3,0,0,26,58,0,1,0,שיגלוזיס,44,2019,132
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",44,2019,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",44,2019,0
Acute flaccid paralysis (through 15),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),44,2019,1
Pertussis,12,0,0,0,0,0,14,3,0,0,30,0,0,7,0,שעלת,44,2019,66
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",44,2019,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,44,2019,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,44,2019,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,44,2019,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,44,2019,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,44,2019,0
Varicella - Chickenpox,3,0,0,1,0,0,2,0,0,0,4,0,5,1,0,אבעבועות רוח,45,2019,16
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,45,2019,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,45,2019,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,45,2019,0
E. coli O157:H7 infection,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",45,2019,1
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,45,2019,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,45,2019,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,45,2019,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,45,2019,0
Brucellosis,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,ברוצלוזיס,45,2019,5
Giardiasis,0,0,1,5,2,0,1,0,7,0,13,0,0,0,0,ג'יארדיאזיס,45,2019,29
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,45,2019,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,45,2019,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,45,2019,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,דלקת כבד נגיפית A,45,2019,2
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,45,2019,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,45,2019,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,45,2019,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,45,2019,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,45,2019,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"דלקת עוצבה חדה ע""י Hib",45,2019,1
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,דלקת עוצבה חדה פנוימוקוקית,45,2019,2
Acute viral meningitis,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,דלקת עוצבה נגיפית,45,2019,2
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,45,2019,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,דלקת עוצבה חדה אחרת,45,2019,4
Gonorrhea,0,0,0,1,0,0,1,0,0,0,0,4,3,0,0,זיבה,45,2019,9
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",45,2019,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",45,2019,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",45,2019,1
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,45,2019,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,45,2019,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,45,2019,0
Measles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,45,2019,1
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,45,2019,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,45,2019,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,45,2019,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,45,2019,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,45,2019,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,45,2019,0
Chlamydia trachomatis of the genital tract,3,0,4,11,1,0,8,0,0,0,2,3,4,0,0,כלמידיה טרכומטיס בדרכי המין,45,2019,36
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,45,2019,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,ליסטריוזיס,45,2019,4
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,45,2019,0
Cutaneous leishmaniasis,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,לישמניאזיס של העור,45,2019,7
Leptospirosis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,45,2019,1
Legionellosis,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,מחלת הלגיונרים,45,2019,3
Creutzfeldt-Jacob disease,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,מחלת קרויצפלדט-יעקוב,45,2019,2
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,45,2019,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,45,2019,8
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,45,2019,0
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,45,2019,0
Salmonellosis of the gastrointestinal tract,11,0,1,5,5,7,0,0,0,0,5,3,5,3,0,סלמונלוזיס של דרכי העיכול,45,2019,45
Syphilis - primary and secondary,0,0,1,0,0,0,0,0,2,0,0,0,14,0,0,עגבת ראשונית ושניונית,45,2019,17
Syphilis - other,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,עגבת אחרת ומאוחרת,45,2019,7
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,45,2019,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,45,2019,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,45,2019,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,45,2019,0
Q fever,0,0,0,2,1,0,3,0,0,0,1,0,0,0,0,קדחת Q,45,2019,7
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,קדחת דנגי,45,2019,6
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,45,2019,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,קדחת חוזרת,45,2019,1
Spotted fever,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,קדחת כתמים,45,2019,1
West Nile fever,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,קדחת מערב הנילוס,45,2019,2
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",45,2019,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",45,2019,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,45,2019,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,45,2019,0
Campylobacteriosis,5,0,1,6,9,0,3,1,5,0,20,3,41,0,0,קמפילובקטריוזיס,45,2019,94
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קריפטוספורידיוזיס,45,2019,0
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,45,2019,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,שחפת ריאות פעילה,45,2019,3
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,שחפת מחוץ לריאות,45,2019,2
Shigellosis,4,0,1,11,0,0,8,1,2,0,5,2,3,0,0,שיגלוזיס,45,2019,37
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",45,2019,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",45,2019,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),45,2019,0
Pertussis,6,0,2,3,0,0,12,0,7,0,17,0,61,0,0,שעלת,45,2019,108
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",45,2019,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,45,2019,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,45,2019,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,45,2019,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,45,2019,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,45,2019,0
Varicella - Chickenpox,5,0,0,5,0,0,1,0,3,0,0,0,2,0,0,אבעבועות רוח,46,2019,16
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,46,2019,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,46,2019,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,46,2019,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",46,2019,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,46,2019,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,46,2019,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,46,2019,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,46,2019,0
Brucellosis,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,ברוצלוזיס,46,2019,7
Giardiasis,15,0,0,10,0,2,11,0,3,2,3,0,0,0,0,ג'יארדיאזיס,46,2019,46
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,46,2019,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,46,2019,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,46,2019,0
Acute Hepatitis A,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,דלקת כבד נגיפית A,46,2019,2
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,דלקת כבד נגיפית B,46,2019,1
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,46,2019,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,46,2019,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,46,2019,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,דלקת עוצבה חדה מנינגוקוקית,46,2019,1
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",46,2019,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,46,2019,0
Acute viral meningitis,2,0,0,0,0,2,0,0,1,0,1,1,0,0,0,דלקת עוצבה נגיפית,46,2019,7
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,46,2019,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,דלקת עוצבה חדה אחרת,46,2019,1
Gonorrhea,0,0,0,0,0,1,4,0,0,0,0,0,0,0,5,זיבה,46,2019,10
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",46,2019,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",46,2019,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",46,2019,0
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,46,2019,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,46,2019,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,חזרת,46,2019,4
Measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,46,2019,0
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,46,2019,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,46,2019,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,טיפוס מוריני,46,2019,1
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,46,2019,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,46,2019,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,46,2019,0
Chlamydia trachomatis of the genital tract,0,0,0,3,0,2,16,0,0,0,3,0,0,0,0,כלמידיה טרכומטיס בדרכי המין,46,2019,24
