Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33
4224,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201802,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.00,0.25,0.27,2.13,0.12,,-0.53,-0.52,2.83,12.02,0.93,2.3,1.79,-0.48,0.96,95.9,0.04,0.06,0.01,520028390,29/05/2019
4225,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201803,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.01,0.00,0.01,2.15,0.12,,0.34,-0.18,3.54,11.96,1.17,2.29,1.79,-0.48,1.01,95.8,0.04,0.06,0.01,520028390,29/05/2019
4226,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201804,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.03,0.00,0.00,0.03,2.18,0.12,,-0.14,-0.32,2.8,10.63,0.92,2.04,1.75,-0.48,0.91,95.8,0.04,0.06,0.01,520028390,29/05/2019
4227,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201805,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.01,0.00,0.01,2.2,0.12,,0.02,-0.3,3.02,9.99,1,1.92,1.74,-0.6,0.88,96,0.04,0.06,0.01,520028390,29/05/2019
4228,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201806,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.01,0.00,0.01,2.22,0.12,,-0.18,-0.48,4.31,10.27,1.42,1.97,1.72,-0.48,0.86,95.7,0.04,0.06,0.01,520028390,29/05/2019
4229,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201807,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.03,0.00,-0.07,-0.04,2.16,0.12,,0.07,-0.41,3.68,9.27,1.21,1.79,1.68,-0.6,0.82,95.6,0.04,0.06,0.01,520028390,29/05/2019
4230,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201808,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.00,0.00,0.02,2.19,0.12,,0.38,-0.03,4.13,10.59,1.36,2.03,1.63,-0.48,0.98,95.7,0.04,0.06,0.01,520028390,29/05/2019
4231,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201809,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.01,0.00,0.01,2.21,0.12,,-0.04,-0.07,4.67,9.32,1.53,1.8,1.57,-0.48,0.9,95.8,0.04,0.06,0.01,520028390,29/05/2019
4232,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201810,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.05,0.00,-0.03,2.17,0.12,,-0.38,-0.45,3.73,8.22,1.23,1.59,1.57,-0.48,0.74,95.2,0.03,0.04,0.01,520028390,29/05/2019
4233,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201811,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.00,0.25,0.27,2.43,0.12,,-0.26,-0.71,3.82,7,1.26,1.36,1.55,-0.48,0.61,95.7,0.03,0.04,-0.01,520028390,29/05/2019
4234,2042,קרן השתלמות למורים תיכוניים מסלול מקוצר מסלול  אגח,קרנות השתלמות,"הסתדרות המורים בישראל, אגודה עות'מאנית","קרנות השתלמות למורים תיכוניים, מורי סמינרים ומפקחים - חברה מנהלת בע""מ",201812,13/12/2011,עובדי סקטור מסויים,"אג""ח",ללא מניות,0.02,0.00,0.00,0.02,2.45,0.12,,-0.21,-0.92,3.91,7.29,1.29,1.42,1.53,-0.48,0.59,95,0.02,0.04,-0.01,520028390,29/05/2019
4235,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201801,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,2.21,0.61,0.78,2.38,75.56,0.87,,1.26,1.26,9.33,22.07,3.02,4.07,3.92,-0.24,0.97,99.7,25.4,24.51,14.86,512237744,29/05/2019
4236,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201802,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,1.67,0.21,1.41,2.87,77.44,0.87,,-1.24,0,5.02,19.82,1.65,3.68,3.98,-0.24,0.81,99.9,26.66,27.05,15.51,512237744,29/05/2019
4237,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201803,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,1.66,0.16,0.76,2.26,79.08,0.87,,-0.72,-0.72,3.79,18.53,1.25,3.46,4,-0.24,0.72,99.8,28.78,29.32,16.57,512237744,29/05/2019
4238,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201804,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,1.74,0.33,0.19,1.60,81.36,0.87,,0.95,0.23,4.27,18.32,1.4,3.42,4,-0.24,0.76,99.6,30.96,31.14,17.14,512237744,29/05/2019
4239,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201805,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,1.99,0.58,1.41,2.82,84.3,0.87,,0.23,0.46,4.07,17.3,1.34,3.24,3.98,-0.24,0.75,99.7,31.28,31.44,17.34,512237744,29/05/2019
4240,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201806,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,2.01,0.45,0.94,2.50,86.79,0.87,,0.09,0.55,6.93,19.99,2.26,3.71,3.83,-0.24,0.84,99.6,31.02,32.1,18.22,512237744,29/05/2019
4241,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201807,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,2.18,1.10,0.69,1.77,89.82,0.87,,1.52,2.08,7.1,19.8,2.31,3.68,3.82,-0.24,0.92,99.6,32,32.96,19.28,512237744,29/05/2019
4242,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201808,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,1.83,0.48,0.34,1.69,92.2,0.87,,0.83,2.92,10.34,21.79,3.33,4.02,3.79,-0.24,1.01,99.7,32.92,33.63,19.3,512237744,29/05/2019
4243,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201809,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,1.46,0.23,-0.47,0.76,92.89,0.87,,0,2.92,12.63,19.73,4.04,3.67,3.74,-0.24,0.96,99.8,31.96,33.3,19.91,512237744,29/05/2019
4244,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201810,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,2.39,0.46,0.93,2.86,93.87,0.87,,-1.93,0.94,7.53,15.63,2.45,2.95,3.82,-0.48,0.67,99.4,33.94,34.56,19.63,512237744,29/05/2019
4245,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201811,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,2.10,0.58,0.67,2.19,96.21,0.87,,0.23,1.17,8.06,14.35,2.62,2.72,3.79,-0.36,0.65,99.4,34.11,33.68,21.85,512237744,29/05/2019
4246,2048,מגדל השתלמות מסלול הלכה,קרנות השתלמות,"שלמה אליהו אחזקות בע""מ","מגדל מקפת קרנות פנסיה וקופות גמל בע""מ",201812,29/12/2011,כלל האוכלוסיה,הלכתי,הלכה יהודית,2.92,0.23,1.38,4.07,97.52,0.87,,-2.76,-1.62,6.3,11.55,2.06,2.21,4.01,-0.48,0.35,99.2,34.64,34.16,21.57,512237744,29/05/2019
4247,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201801,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.01,0.05,-0.46,-0.50,4.26,0.57,0.90,-0.59,-0.59,-1.22,-1.22,-0.41,-0.25,0.44,-0.84,-1.52,97.5,0,0.98,1.14,512227265,29/05/2019
4248,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201802,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.03,0.00,0.01,0.04,4.32,0.57,0.90,0.44,-0.15,-0.78,-0.78,-0.26,-0.16,0.49,-0.72,-1.08,97.5,0,1,1.16,512227265,29/05/2019
4249,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201803,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.02,0.00,0.01,0.03,4.35,0.57,0.90,0.29,0.14,-0.5,-0.5,-0.17,-0.1,0.5,-0.72,-0.84,97.5,0,1.01,1.17,512227265,29/05/2019
4250,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201804,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.01,0.11,-0.06,-0.16,4.21,0.57,0.90,0.41,0.55,-0.09,-0.09,-0.03,-0.02,0.54,-0.6,-0.55,96.5,0,1.2,1.2,512227265,29/05/2019
4251,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201805,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.03,0.00,0.06,0.09,4.28,0.57,0.90,-0.16,0.39,-0.25,-0.25,-0.08,-0.05,0.54,-0.6,-0.61,95.4,0,1.46,1.46,512227265,29/05/2019
4252,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201806,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.02,0.00,0.00,0.02,4.33,0.57,0.90,0.79,1.18,0.54,0.54,0.18,0.11,0.65,-0.36,-0.15,96.1,0,1.49,1.49,512227265,29/05/2019
4253,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201807,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.06,0.00,0.00,0.06,4.4,0.57,0.90,0.23,1.41,0.77,0.77,0.26,0.15,0.66,-0.24,-0.05,96.2,0,1.5,1.5,512227265,29/05/2019
4254,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201808,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.02,0.02,0.00,0.00,4.38,0.57,0.90,-0.35,1.06,0.42,0.42,0.14,0.08,0.68,-0.24,-0.18,96.2,0,1.48,1.49,512227265,29/05/2019
4255,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201809,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.01,0.06,0.00,-0.05,4.32,0.57,0.90,-0.15,0.91,0.27,0.27,0.09,0.05,0.68,-0.24,-0.23,96.2,0,1.47,1.48,512227265,29/05/2019
4256,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201810,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.04,0.01,0.00,0.03,4.4,0.57,0.90,1.15,2.07,1.42,1.42,0.47,0.28,0.85,0.12,0.2,96.9,0,1.34,1.53,512227265,29/05/2019
4257,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201811,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.04,0.00,0.00,0.04,4.44,0.57,0.90,0.02,2.09,1.44,1.44,0.48,0.29,0.85,0.12,0.21,96.9,0,1.34,1.53,512227265,29/05/2019
4258,2049,הלמן-אלדובי גמל שריעה,תגמולים ואישית לפיצויים,"הלמן אלדובי פיננסים בע""מ","הלמן - אלדובי קופות גמל ופנסיה בע""מ",201812,05/01/2012,כלל האוכלוסיה,הלכתי,הלכה איסלאמית,0.84,0.00,1.29,2.13,6.61,0.57,0.90,0.69,2.79,2.14,2.14,0.71,0.42,0.9,0.24,0.41,97.9,0,1.37,1.56,512227265,29/05/2019
4259,2051,"מיטב דש גמל חו""ל",תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201801,04/03/2012,כלל האוכלוסיה,ללא סיווג,"חו""ל",0.03,0.11,-0.86,-0.94,10.15,0.56,0.62,0.33,0.33,-1.73,10.82,-0.58,2.08,5.54,-2.04,0.25,96.2,3.69,10.73,9.88,512065202,29/05/2019
4260,2051,"מיטב דש גמל חו""ל",תגמולים ואישית לפיצויים,"מיטב דש השקעות בע""מ","מיטב דש גמל ופנסיה בע""מ",201802,04/03/2012,כלל האוכלוסיה,ללא סיווג,"חו""ל",0.00,0.00,-0.65,-0.65,9.53,0.56,0.62,0.42,0.75,-3.02,12.07,-1.02,2.31,5.52,-1.8,0.3,96.3,3.35,10.09,9.27,512065202,29/05/2019
